id;ocupacion;descripcion;competencia;observacion;ocu_2;comp
3123;Supervisores_de_la_construcción;Los directores de departamentos de producción y operaciones de empresas de construcción y obras públicas planifican, dirigen y coordinan las actividades de una empresa bajo la conducción general de los directores responsables y en consulta con los directores de otros departamentos o servicios.;"a) planificar, dirigir y coordinar las actividades relativas a la construcción de edificios y a las obras públicas;

b) asegurar la utilización racional de los recursos y el cumplimiento de las normas cuantitativas de producción;

c) planificar y dirigir el trabajo diario;

d) vigilar los gastos;

e) establecer y dirigir los procedimientos operativos y administrativos;

f) vigilar el cumplimiento de las normas de seguridad en el trabajo y los procedimientos conexos;

g) controlar la selección, formación y rendimiento del personal;

h) representar al departamento en sus relaciones de trabajo con otros departamentos de la empresa o con terceros;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Director de departamento, producción y operaciones/construcción y obras públicas
Entre las ocupaciones afines, clasificadas en otra parte, figuran las siguientes:

Director general, empresa/construcción y obras públicas - 1210

Gerente, construcción - 1313";['Planificar_dirigir_y_coordinar_las_actividades_relativas_a_la_construcción_de_edificios_y_a_las_obras_públicas', 'Asegurar_la_utilización_racional_de_los_recursos_y_el_cumplimiento_de_las_normas_cuantitativas_de_producción', 'Planificar_y_dirigir_el_trabajo_diario', 'Vigilar_los_gastos', 'Establecer_y_dirigir_los_procedimientos_operativos_y_administrativos', 'Vigilar_el_cumplimiento_de_las_normas_de_seguridad_en_el_trabajo_y_los_procedimientos_conexos', 'Controlar_la_selección_formación_y_rendimiento_del_personal', 'Representar_al_departamento_en_sus_relaciones_de_trabajo_con_otros_departamentos_de_la_empresa_o_con_terceros', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3139;Técnicos_en_control_de_procesos_no_clasificados_bajo_otros_epígrafes;Los técnicos en control de robots industriales programan y regulan sus funciones, controlan su utilización y ejecutan las tareas de mantenimiento necesarias, además de proceder a los reajustes que se precisen en los lugares de trabajo.;"a) programar y reprogramar los robots industriales para las funciones especiales de que son capaces;

b) activar los mecanismos de control de esas funciones;

c) controlar el funcionamiento correcto y eficiente de los robots industriales;

d) detectar y, si es posible, impedir deficiencias de funcionamiento de los robots industriales mediante su control cuidadoso y sistemático;

e) proceder a los reajustes que se requieran en el acto para asegurar el funcionamiento correcto de los mecanismos;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Verificador, robots

Ingeniero, robótica - 2149

Operador, robot industrial - 8172

Técnico-electronicista - 3114";['Programar_y_reprogramar_los_robots_industriales_para_las_funciones_especiales_de_que_son_capaces', 'Activar_los_mecanismos_de_control_de_esas_funciones', 'Controlar_el_funcionamiento_correcto_y_eficiente_de_los_robots_industriales', 'Detectar_y_si_es_posible_impedir_deficiencias_de_funcionamiento_de_los_robots_industriales_mediante_su_control_cuidadoso_y_sistemático', 'Proceder_a_los_reajustes_que_se_requieran_en_el_acto_para_asegurar_el_funcionamiento_correcto_de_los_mecanismos', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3211;Técnicos_en_aparatos_de_diagnóstico_y_tratamiento_médico;Los operadores de aparatos de diagnóstico y tratamiento médicos controlan y accionan los aparatos utilizados con fines de diagnóstico y tratamiento médicos.;"a) accionar y controlar los aparatos utilizados para diagnosticar enfermedades y trastornos del sistema nervioso o de distintos órganos, para hacer radiografías o para anestesiar;

b) aplicar los conocimientos técnicos de los aparatos y de los principios y prácticas de la medicina para identificar y resolver los problemas que surjan en el curso de su trabajo y para mantener en buenas condiciones los aparatos c) desempeñar tareas afines;

d) supervisar a otros trabajadores.";;"Operador, electrocardiografía

Operador, escáner

Operador, radiografía

Mecánico-electronicista - 7243";['Accionar_y_controlar_los_aparatos_utilizados_para_diagnosticar_enfermedades_y_trastornos_del_sistema_nervioso_o_de_distintos_órganos_para_hacer_radiografías_o_para_anestesiar', 'Aplicar_los_conocimientos_técnicos_de_los_aparatos_y_de_los_principios_y_prácticas_de_la_medicina_para_identificar_y_resolver_los_problemas_que_surjan_en_el_curso_de_su_trabajo_y_para_mantener_en_buenas_condiciones_los_aparatos_c', 'Supervisar_a_otros_trabajadores.']
3311;Agentes_de_bolsa_cambio_y_otros_servicios_financieros;Los agentes de bolsa, cambio y otros servicios financieros compran y venden títulos, acciones, obligaciones y otros valores financieros, operan en el mercado de divisas y en mercados de entrega inmediata o a largo plazo, en nombre de su propia empresa o para clientes, a cambio de una comisión, y recomiendan transacciones a clientes o al personal directivo de su empresa.;"a) obtener informaciones sobre la situación financiera de los clientes o de las empresas en que pudiera invertirse;

b) analizar las tendencias del mercado con respecto a títulos, obligaciones, acciones y otros valores financieros, inclusive divisas;

c) informar a clientes eventuales acerca de las condiciones y perspectivas del mercado;

d) asesorar sobre la negociación de condiciones y organización de préstamos y sobre la colocación de acciones y obligaciones en el mercado financiero a fin de reunir capital para sus clientes, y participar en los trámites pertinentes;

e) registrar y transmitir órdenes de compraventa de títulos, acciones, obligaciones u otros valores financieros, inclusive divisas, para entrega futura o inmediata;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Agente, bolsa
Agente, cambio
Corredor, valores
Empleado, servicios financieros - 4122";['Obtener_informaciones_sobre_la_situación_financiera_de_los_clientes_o_de_las_empresas_en_que_pudiera_invertirse', 'Analizar_las_tendencias_del_mercado_con_respecto_a_títulos_obligaciones_acciones_y_otros_valores_financieros_inclusive_divisas', 'Informar_a_clientes_eventuales_acerca_de_las_condiciones_y_perspectivas_del_mercado', 'Asesorar_sobre_la_negociación_de_condiciones_y_organización_de_préstamos_y_sobre_la_colocación_de_acciones_y_obligaciones_en_el_mercado_financiero_a_fin_de_reunir_capital_para_sus_clientes_y_participar_en_los_trámites_pertinentes', 'Registrar_y_transmitir_órdenes_de_compraventa_de_títulos_acciones_obligaciones_u_otros_valores_financieros_inclusive_divisas_para_entrega_futura_o_inmediata', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3312;Oficiales_de_préstamos_y_créditos;Este grupo primario abarca a los profesionales de nivel medio en operaciones financieras y comerciales no clasificados separadamente en el subgrupo 341: Profesionales de nivel medio en operaciones financieras y comerciales.;;;;[]
3313;Tenedores_de_libros;Los tenedores de libros llevan registros completos de las transacciones financieras de una empresa y verifican la exactitud de los comprobantes y otros documentos relativos a dichas transacciones.;"a) llevar registros completos de todas las transacciones financieras de una empresa según los principios generales de la teneduría de libros, bajo la orientación de Contadores;

b) verificar la exactitud de los comprobantes y otros documentos relativos a ingresos y egresos y otras transacciones financieras;

c) preparar declaraciones e informes financieros sobre períodos determinados;

d) aplicar el conocimiento de los principios y prácticas de la teneduría de libros a fin de descubrir y solucionar los problemas que surjan en el curso de su labor;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Tenedor de libros

Contador - 2411

Empleado, teneduría de libros - 4121";['Llevar_registros_completos_de_todas_las_transacciones_financieras_de_una_empresa_según_los_principios_generales_de_la_teneduría_de_libros_bajo_la_orientación_de_contadores', 'Verificar_la_exactitud_de_los_comprobantes_y_otros_documentos_relativos_a_ingresos_y_egresos_y_otras_transacciones_financieras', 'Preparar_declaraciones_e_informes_financieros_sobre_períodos_determinados', 'Aplicar_el_conocimiento_de_los_principios_y_prácticas_de_la_teneduría_de_libros_a_fin_de_descubrir_y_solucionar_los_problemas_que_surjan_en_el_curso_de_su_labor', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3314;Profesionales_de_nivel_medio_de_servicios_estadísticos_matemáticos_y_afines;Los profesionales de nivel medio de servicios estadísticos, matemáticos y afines ayudan a planificar la compilación, tratamiento y presentación de datos matemáticos, estadísticos o actuariales y a ejecutar tales operaciones, y suelen trabajar bajo la orientación de Matemáticos y afines o de Estadísticos.;"a) ayudar a planificar y a ejecutar cálculos matemáticos, estadísticos y actuariales;

b) preparar estimaciones detalladas de cantidades y costos de los materiales y mano de obra necesarios para la realización de censos y encuestas estadísticos;

c) ayudar en la supervisión técnica de la elaboración, mantenimiento y utilización de registros y de planillas de muestreo para censos y encuestas;

d) realizar tareas técnicas relacionadas con la compilación de datos y las operaciones de control de calidad en censos y encuestas;

e) utilizar programas informáticos normalizados para efectuar cálculos matemáticos, estadísticos y actuariales;

f) presentar los resultados de operaciones matemáticas, estadísticas o actua- riales en gráficos o cuadros;

g) aplicar el conocimiento de los principios y prácticas matemáticos, estadísticos y actuariales para descubrir y solucionar los problemas que surjan en el curso de su labor;

h) desempeñar tareas afines;

i) supervisar a otros trabajadores.";;"Actuario auxiliar

Contador auxiliar

Estadístico auxiliar

Matemático auxiliar";['Ayudar_a_planificar_y_a_ejecutar_cálculos_matemáticos_estadísticos_y_actuariales', 'Preparar_estimaciones_detalladas_de_cantidades_y_costos_de_los_materiales_y_mano_de_obra_necesarios_para_la_realización_de_censos_y_encuestas_estadísticos', 'Ayudar_en_la_supervisión_técnica_de_la_elaboración_mantenimiento_y_utilización_de_registros_y_de_planillas_de_muestreo_para_censos_y_encuestas', 'Realizar_tareas_técnicas_relacionadas_con_la_compilación_de_datos_y_las_operaciones_de_control_de_calidad_en_censos_y_encuestas', 'Utilizar_programas_informáticos_normalizados_para_efectuar_cálculos_matemáticos_estadísticos_y_actuariales', 'Presentar_los_resultados_de_operaciones_matemáticas_estadísticas_o_actua-_riales_en_gráficos_o_cuadros', 'Aplicar_el_conocimiento_de_los_principios_y_prácticas_matemáticos_estadísticos_y_actuariales_para_descubrir_y_solucionar_los_problemas_que_surjan_en_el_curso_de_su_labor', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3315;Tasadores;Los tasadores y subastadores determinan el valor de bienes y mercancías y evalúan las pérdidas cubiertas por pólizas de seguros.;"a) determinar la calidad o el valor de materias primas, bienes inmuebles, equipos industriales, efectos personales y de uso doméstico, obras de arte, piedras preciosas y otros objetos ofrecidos en venta o que hay que asegurar;

b) evaluar las responsabilidades de compañías de seguros y reaseguros por pérdidas cubiertas por sus pólizas;

c) vender en pública subasta diversas clases de bienes: propiedades inmue- bles, automóviles, productos básicos, ganado, obras y objetos de arte, joyas y otros artículos;

d) desempeñar tareas afines;

e) supervisar a otros trabajadores.";;"Inspector, siniestros

Subastador

Tasador

Tasador, seguros

Tasador, siniestros
Verificador, solicitudes de indemnización";['Determinar_la_calidad_o_el_valor_de_materias_primas_bienes_inmuebles_equipos_industriales_efectos_personales_y_de_uso_doméstico_obras_de_arte_piedras_preciosas_y_otros_objetos_ofrecidos_en_venta_o_que_hay_que_asegurar', 'Evaluar_las_responsabilidades_de_compañías_de_seguros_y_reaseguros_por_pérdidas_cubiertas_por_sus_pólizas', 'Vender_en_pública_subasta_diversas_clases_de_bienes:_propiedades_inmue-_bles_automóviles_productos_básicos_ganado_obras_y_objetos_de_arte_joyas_y_otros_artículos', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3321;Agentes_de_seguros;Los agentes de seguros asesoran a sus antiguos y nuevos clientes acerca de seguros de vida, accidentes, incendio, automóviles, marítimos, responsabilidad civil, dotación y de otro tipo y venden esos seguros.;"a) obtener las informaciones sobre los antecedentes de los clientes necesa- rias para determinar tipos y condiciones del seguro apropiados;

b) negociar con los clientes para determinar los tipos y niveles del riesgo, el alcance de la cobertura y las condiciones de pago;

c) negociar y establecer pólizas de reaseguro;

d) asesorar sobre los seguros para operaciones, proyectos, instalaciones o riesgos importantes o especiales, negociar las condiciones de tales seguros y establecer las pólizas pertinentes;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente, seguros

Asegurador

Corredor, seguros

Redactor, pólizas/seguros - 3432

Tasador, seguros - 3417";['Obtener_las_informaciones_sobre_los_antecedentes_de_los_clientes_necesa-_rias_para_determinar_tipos_y_condiciones_del_seguro_apropiados', 'Negociar_con_los_clientes_para_determinar_los_tipos_y_niveles_del_riesgo_el_alcance_de_la_cobertura_y_las_condiciones_de_pago', 'Negociar_y_establecer_pólizas_de_reaseguro', 'Asesorar_sobre_los_seguros_para_operaciones_proyectos_instalaciones_o_riesgos_importantes_o_especiales_negociar_las_condiciones_de_tales_seguros_y_establecer_las_pólizas_pertinentes', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3322;Representantes_comerciales;Los representantes comerciales y técnicos de ventas venden bienes y servicios al por mayor, inclusive instalaciones, máquinas y artículos de uso técnico, y proporcionan información especializada cuando esto se requiere.;"a) obtener órdenes de compra y vender bienes y servicios a establecimientos industriales y empresas minoristas o mayoristas o de otra índole;

b) vender equipos, aparatos e instrumentos técnicos, repuestos y otros suministros, con los servicios que requieran, a empresas comerciales, industriales o de otra índole y a clientes particulares;

c) proporcionar a los clientes y presuntos compradores información general o técnica acerca de las características y funcionamiento del material técnico en venta y demostrar su utilización;

d) informar a los fabricantes acerca de la reacción y las necesidades de los usuarios;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente, ventas/comercio

Consejero, servicios postventa

Corredor, fábrica

Viajante, comercio

Agente, compras/productos básicos - 3421

Vendedor, tienda - 5220";['Obtener_órdenes_de_compra_y_vender_bienes_y_servicios_a_establecimientos_industriales_y_empresas_minoristas_o_mayoristas_o_de_otra_índole', 'Vender_equipos_aparatos_e_instrumentos_técnicos_repuestos_y_otros_suministros_con_los_servicios_que_requieran_a_empresas_comerciales_industriales_o_de_otra_índole_y_a_clientes_particulares', 'Proporcionar_a_los_clientes_y_presuntos_compradores_información_general_o_técnica_acerca_de_las_características_y_funcionamiento_del_material_técnico_en_venta_y_demostrar_su_utilización', 'Informar_a_los_fabricantes_acerca_de_la_reacción_y_las_necesidades_de_los_usuarios', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3323;Agentes_de_compras;Los compradores compran bienes y servicios por cuenta de una empresa industrial, comercial o de otra índole, o de cualquier organización.;"a) negociar y contratarla compra de equipos, materias primas, productos y suministros para fábricas, servicios de utilidad pública, servicios estatales u otros establecimientos, o comprar mercancías para la revenderlas;

b) obtener información sobre necesidades y existencias de materiales, y determinar la cantidad, calidad y costos de lo que se debe comprar, las fechas de entrega y otras condiciones de los contratos;

c) desempeñar tareas afines;

d) supervisar a otros trabajadores.";;"Comprador

Comprador, mercancías/comercio mayorista

Comprador, mercancías/comercio minorista";['Negociar_y_contratarla_compra_de_equipos_materias_primas_productos_y_suministros_para_fábricas_servicios_de_utilidad_pública_servicios_estatales_u_otros_establecimientos_o_comprar_mercancías_para_la_revenderlas', 'Obtener_información_sobre_necesidades_y_existencias_de_materiales_y_determinar_la_cantidad_calidad_y_costos_de_lo_que_se_debe_comprar_las_fechas_de_entrega_y_otras_condiciones_de_los_contratos', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3324;Agentes_de_compras_y_consignatarios;Los agentes de compras y consignatarios intervienen sobre todo en operaciones relativas a la compraventa de productos básicos a granel en los mercados de entrega inmediata o de futuros, pero también se dedican a operaciones intermedias relacionadas con otros productos y servicios.;"a) establecer y mantener contacto, en calidad de intermediarios, entre com- pradores y vendedores de productos básicos y otros bienes y servicios;

b) discutir con los clientes los requisitos y condiciones de compra o venta y asesorarlos al respecto;

c) organizar la producción de listas y catálogos de venta o subasta, fijar precios mínimos de subasta y licitar en representación de los clientes en los mercados de entrega inmediata o futuros;

d) negociar operaciones de compra o venta particular fuera de los mercados o sin participar en las subastas pertinentes;

e) reservar bodegas, determinar fletes y percibir su monto de los clientes;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Agente, compras/productos básicos
Consignatario
Consignatario marítimo";['Establecer_y_mantener_contacto_en_calidad_de_intermediarios_entre_com-_pradores_y_vendedores_de_productos_básicos_y_otros_bienes_y_servicios', 'Discutir_con_los_clientes_los_requisitos_y_condiciones_de_compra_o_venta_y_asesorarlos_al_respecto', 'Organizar_la_producción_de_listas_y_catálogos_de_venta_o_subasta_fijar_precios_mínimos_de_subasta_y_licitar_en_representación_de_los_clientes_en_los_mercados_de_entrega_inmediata_o_futuros', 'Negociar_operaciones_de_compra_o_venta_particular_fuera_de_los_mercados_o_sin_participar_en_las_subastas_pertinentes', 'Reservar_bodegas_determinar_fletes_y_percibir_su_monto_de_los_clientes', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3331;Declarantes_o_gestores_de_aduana;Los declarantes o gestores de aduana tramitan por cuenta de sus clientes los documentos y autorizaciones aduaneros y se cercioran de que los permisos de exportación o importación y los seguros y otras formalidades se hayan tramitado debidamente.;"a) tramitar la documentación aduanera necesaria para realizar importaciones o exportaciones;

b) comprobar el cumplimiento de los requisitos de seguros;

c) comprobar el cumplimiento de los trámites para obtener permisos de exportación o importación y otras formalidades;

d) establecer y firmar manifiestos;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente, marítimo

Declarante, aduana";['Tramitar_la_documentación_aduanera_necesaria_para_realizar_importaciones_o_exportaciones', 'Comprobar_el_cumplimiento_de_los_requisitos_de_seguros', 'Comprobar_el_cumplimiento_de_los_trámites_para_obtener_permisos_de_exportación_o_importación_y_otras_formalidades', 'Establecer_y_firmar_manifiestos', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3332;Organizadores_de_conferencias_y_eventos;Los agentes de viajes organizan viajes, programan itinerarios y reservan alojamiento para clientes, y organizan o venden arreglos colectivos de viaje para grupos que parten por motivo de negocios o vacaciones.;"a) conseguir informaciones sobre disponibilidad, costo y ventajas de diferentes tipos de transporte y alojamiento, cerciorarse de los deseos de los clientes y asesorarlos sobre sus viajes;

b) hacer y confirmar reservas de viaje y de alojamiento, entregar los billetes y otros documentos justificativos a los clientes y cobrar tales servicios;

c) organizar viajes colectivos, de negocios o vacaciones, y venderlos a grupos o a personas;

d) ayudar a los clientes a conseguir los certificados y visados necesarios para sus viajes;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Consejero, turismo Organizador, viajes

Empleado, agencia de viajes - 4221

Empleado, agencia de viajes/venta de billetes - 4221

Gerente, agencia de viajes - 1319";['Conseguir_informaciones_sobre_disponibilidad_costo_y_ventajas_de_diferentes_tipos_de_transporte_y_alojamiento_cerciorarse_de_los_deseos_de_los_clientes_y_asesorarlos_sobre_sus_viajes', 'Hacer_y_confirmar_reservas_de_viaje_y_de_alojamiento_entregar_los_billetes_y_otros_documentos_justificativos_a_los_clientes_y_cobrar_tales_servicios', 'Organizar_viajes_colectivos_de_negocios_o_vacaciones_y_venderlos_a_grupos_o_a_personas', 'Ayudar_a_los_clientes_a_conseguir_los_certificados_y_visados_necesarios_para_sus_viajes', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3333;Agentes_de_empleo_y_contratistas_de_mano_de_obra;Los agentes públicos y privados de colocación y los contratistas de mano de obra se dedican, según el caso, a adecuar la oferta a la demanda de trabajadores, señalando puestos de trabajo vacantes a los postulantes, a reunir o escoger los trabajadores que requiere cualquier empleador, público o privado, a menudo mediante el pago de un comisión, o a contratar la mano de obra necesaria para determinados proyectos u obras.;"a) colocar postulantes de empleo en puestos de trabajo vacantes notificados a oficinas públicas del empleo o asesorar en materia de formación pro- fesional y programas pertinentes;

b) encontrar trabajo para los postulantes mediante el pago de una comisión por los trabajadores o empleadores interesados;

c) consultar a los presuntos empleadores o a los organismos pertinentes acerca de las calificaciones y otras características de los trabajadores que requieren;

d) conseguir trabajadores que reúnan las calificaciones y otros requisitos previstos y cumplir todas las formalidades pertinentes de conformidad con la reglamentación nacional o internacional aplicable y otras exigencias;

e) garantizar que los contratos de trabajo cumplan las normas legales vigentes y firmar tales contratos cuando así se requiera;

f) desempeñar tareas afines;

g) supervisar a otros trabajadores.";;"Agente, oficina de colocación

Contratista, mano de obra

Funcionario, servicio del empleo";['Colocar_postulantes_de_empleo_en_puestos_de_trabajo_vacantes_notificados_a_oficinas_públicas_del_empleo_o_asesorar_en_materia_de_formación_pro-_fesional_y_programas_pertinentes', 'Encontrar_trabajo_para_los_postulantes_mediante_el_pago_de_una_comisión_por_los_trabajadores_o_empleadores_interesados', 'Consultar_a_los_presuntos_empleadores_o_a_los_organismos_pertinentes_acerca_de_las_calificaciones_y_otras_características_de_los_trabajadores_que_requieren', 'Conseguir_trabajadores_que_reúnan_las_calificaciones_y_otros_requisitos_previstos_y_cumplir_todas_las_formalidades_pertinentes_de_conformidad_con_la_reglamentación_nacional_o_internacional_aplicable_y_otras_exigencias', 'Garantizar_que_los_contratos_de_trabajo_cumplan_las_normas_legales_vigentes_y_firmar_tales_contratos_cuando_así_se_requiera', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3334;Agentes_inmobiliarios;Los agentes inmobiliarios se ocupan de la compraventa, alquiler y arrendamiento de bienes inmuebles, generalmente en representación de clientes y contra el pago de una comisión.;"a) obtener informaciones sobre las propiedades en venta o en alquiler y acerca de las necesidades de los eventuales compradores o arrendatarios;

b) enseñar las propiedades en venta o en alquiler a eventuales compradores o arrendatarios y explicarles las condiciones de venta, de alquiler o de arrendamiento;

c) preparar contratos de alquiler y, dado el caso, la transferencia de derechos de propiedad;

d) cobrar el alquiler y el importe de depósitos a cuenta o fianza en nombre del propietario y examinar los bienes inmuebles antes y después de su arrendamiento y durante el período que dure éste;

e) desempeñar tareas afines;

f) supervisar a otros trabajadores.";;"Agente inmobiliario

Corredor, fincas

Vendedor, propiedades inmuebles

Empleado, hipotecas - 4122";['Obtener_informaciones_sobre_las_propiedades_en_venta_o_en_alquiler_y_acerca_de_las_necesidades_de_los_eventuales_compradores_o_arrendatarios', 'Enseñar_las_propiedades_en_venta_o_en_alquiler_a_eventuales_compradores_o_arrendatarios_y_explicarles_las_condiciones_de_venta_de_alquiler_o_de_arrendamiento', 'Preparar_contratos_de_alquiler_y_dado_el_caso_la_transferencia_de_derechos_de_propiedad', 'Cobrar_el_alquiler_y_el_importe_de_depósitos_a_cuenta_o_fianza_en_nombre_del_propietario_y_examinar_los_bienes_inmuebles_antes_y_después_de_su_arrendamiento_y_durante_el_período_que_dure_éste', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3339;Agentes_de_servicios_comerciales_no_clasificados_bajo_otros_epígrafes;"Este grupo primario abarca a los especialistas en organización y administración de empresas y afines no clasificados separadamente en el subgrupo 241 : Especialistas en organización y administración de empresas y afines.

Por ejemplo, habrá que clasificar en este grupo primario a los especialistas que estudian, aplican o brindan asesoramiento respecto de diversos métodos y técnicas de gestión de empresas en esferas relativas a la comercialización, publicidad, relaciones públicas, aplicación de normas sobre patentes y marcas, consultoría sobre el establecimiento y funcionamiento de un negocio, y formas de aplicar los principios de la economía doméstica.";"a) investigar, determinar y brindar asesoramiento respecto del nivel de ventas para ciertos productos o servicios y los posibles mercados y tendencias futuras;

b) planificar o dirigir y coordinar la organización de campañas publicitarias, y asesorar al respecto;

c) estudiar y llevar a cabo programas de relaciones públicas a fin de mejorar la información y comprensión del público acerca de la empresa o estableci- miento de que se trate;

d) asesorar sobre marcas y patentes, ayudar a preparar solicitudes de marcas o patentes o a examinar las solicitudes presentadas para su registro y preparar informes exponiendo las razones por las cuales se debiera conceder o denegar una marca o patente;

e) estudiar aspectos financieros y legales, de organización, de comercialización y de otra índole relacionados con la creación y marcha de un negocio, y asesorar al respecto;

f) estudiar e interpretar los principios de la economía doméstica y de la gestión y brindar asesoramiento pertinente a fin de promover el bienestar de las familias, el consumo de artículos domésticos en los hogares o la producción de nuevos bienes o servicios;

g) desempeñar tareas afines;

h) supervisar a otros trabajadores.";;"Agente, marcas y patentes

Analista, mercados

Ecónomo, economía doméstica

Especialista, relaciones públicas

Publicista, responsable de campana publicitaria

Director de departamento, producción y operaciones/industria manufacturera - 1222";['Investigar_determinar_y_brindar_asesoramiento_respecto_del_nivel_de_ventas_para_ciertos_productos_o_servicios_y_los_posibles_mercados_y_tendencias_futuras', 'Planificar_o_dirigir_y_coordinar_la_organización_de_campañas_publicitarias_y_asesorar_al_respecto', 'Estudiar_y_llevar_a_cabo_programas_de_relaciones_públicas_a_fin_de_mejorar_la_información_y_comprensión_del_público_acerca_de_la_empresa_o_estableci-_miento_de_que_se_trate', 'Asesorar_sobre_marcas_y_patentes_ayudar_a_preparar_solicitudes_de_marcas_o_patentes_o_a_examinar_las_solicitudes_presentadas_para_su_registro_y_preparar_informes_exponiendo_las_razones_por_las_cuales_se_debiera_conceder_o_denegar_una_marca_o_patente', 'Estudiar_aspectos_financieros_y_legales_de_organización_de_comercialización_y_de_otra_índole_relacionados_con_la_creación_y_marcha_de_un_negocio_y_asesorar_al_respecto', 'Estudiar_e_interpretar_los_principios_de_la_economía_doméstica_y_de_la_gestión_y_brindar_asesoramiento_pertinente_a_fin_de_promover_el_bienestar_de_las_familias_el_consumo_de_artículos_domésticos_en_los_hogares_o_la_producción_de_nuevos_bienes_o_servicios', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
3341;Supervisores_de_secretaría;Los profesionales de nivel medio de servicios administrativos y afines ejecutan y apoyan las actividades de comunicación, documentación y coordinación de la gestión interna de una unidad orgánica para asistir al jefe de la unidad o a otro personal, y levantan actas taquigráficas de reuniones.;"a) redactar correspondencia y actas administrativas;

b) proponer, hacer fijar y vigilar el cumplimiento de plazos y fechas límites y de recordatorios periódicos;

c) examinar solicitudes de convocación de reuniones y citas, determinar sistemáticamente las fechas de tales reuniones y viajes y organizar unas y otros para el jefe de la unidad y otros miembros del personal;

d) ayudara preparar presupuestos, a controlar gastos, a redactar contratos y a establecer solicitudes y órdenes de compra o adquisición;

e) ayudar al jefe de la unidad y a otro personal en estudios, encuestas y análisis de carácter administrativo;

f) ayudar al jefe de la unidad a organizar la recepción y acogida de visitantes o miembros del personal;

g) redactar actas detalladas de sesiones del parlamento, de los tribunales o de otros cuerpos mediante la taquigrafía o la estenotipia u otros métodos para recoger y transcribir textualmente las intervenciones;

h) redactar cartas comerciales o técnicas Y otra correspondencia del mismo carácter y responder a las mismas;

i) desempeñar tareas afines;

j) supervisar a otros trabajadores.";;"Corresponsal, nivel medio

Secretario, administrativo

Taquígrafo de actas

Secretaria - 4115";['Redactar_correspondencia_y_actas_administrativas', 'Proponer_hacer_fijar_y_vigilar_el_cumplimiento_de_plazos_y_fechas_límites_y_de_recordatorios_periódicos', 'Examinar_solicitudes_de_convocación_de_reuniones_y_citas_determinar_sistemáticamente_las_fechas_de_tales_reuniones_y_viajes_y_organizar_unas_y_otros_para_el_jefe_de_la_unidad_y_otros_miembros_del_personal', 'Ayudara_preparar_presupuestos_a_controlar_gastos_a_redactar_contratos_y_a_establecer_solicitudes_y_órdenes_de_compra_o_adquisición', 'Ayudar_al_jefe_de_la_unidad_y_a_otro_personal_en_estudios_encuestas_y_análisis_de_carácter_administrativo', 'Ayudar_al_jefe_de_la_unidad_a_organizar_la_recepción_y_acogida_de_visitantes_o_miembros_del_personal', 'Redactar_actas_detalladas_de_sesiones_del_parlamento_de_los_tribunales_o_de_otros_cuerpos_mediante_la_taquigrafía_o_la_estenotipia_u_otros_métodos_para_recoger_y_transcribir_textualmente_las_intervenciones', 'Redactar_cartas_comerciales_o_técnicas_y_otra_correspondencia_del_mismo_carácter_y_responder_a_las_mismas', 'Desempeñar_tareas_afines', 'Supervisar_a_otros_trabajadores.']
